geo,name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ltu,Lithuania,32.70181,29.72432,27.05765,25.53835,37.30959,39.21233,37.5057,34.07882,29.18085,28.01837,28.74267,29.49602,33.2459,34.26508,33.29361,33.61937,34.00999,34.38308,33.69523,34.55066,30.73791,32.1054,34.04088
lux,Luxembourg,16.74592,15.99595,16.06637,16.17641,15.48557,15.85056,16.19877,14.6295,12.3482,13.28159,14.07908,16.58464,14.83919,14.67671,14.33976,14.10965,14.24374,13.83812,13.66655,12.79628,11.40146,11.82046,11.80741
lva,Latvia,49.24677,51.26913,50.42038,50.17007,43.37464,43.98719,38.4644,39.10866,39.57439,39.87232,39.80855,36.50257,39.65217,39.98591,40.3276,41.31346,44.01012,42.67062,40.1194,39.8772,36.39154,30.53465,35.08965
mar,Morocco,74.24377,73.26049,72.58873,74.4589,74.7668,74.1574,71.19411,69.26706,68.1767,65.7219,67.4125,65.65726,64.71464,64.90472,60.24949,60.07689,60.30978,60.00079,59.62752,58.75761,53.7636,55.30529,55.96841
mco,Monaco,19.96951,19.90415,19.80237,19.00227,18.88102,18.93604,19.16293,19.81336,19.4572,18.67014,18.55757,18.84629,18.69855,18.88106,18.99832,19.1202,13.35377,13.08743,13.15745,13.82515,11.97182,10.24759,13.34638
mda,Moldova,47.17257,51.9246,48.04403,49.90517,38.55304,42.89875,46.57449,45.23914,48.51334,46.54689,42.17086,45.99844,43.44185,43.37581,39.25133,47.18155,47.51239,44.68612,40.75685,36.91655,32.09026,31.26554,32.60015
mdg,Madagascar,52.01456,46.99193,44.82196,46.57329,37.03466,39.6764,38.33385,42.46762,45.34466,45.45382,44.44106,36.76659,42.71013,44.9418,35.87095,32.04605,29.45783,30.29996,34.66528,39.79959,35.86771,38.51413,38.36346
mdv,Maldives,66.85345,67.29446,70.06773,67.49493,68.64822,65.78005,62.4032,52.63971,43.45871,41.8432,46.69673,52.90088,50.4218,46.38488,37.40596,27.75431,27.46998,28.37861,21.53586,19.21926,18.31454,16.16109,19.00199
mex,Mexico,54.7826,56.24238,57.31054,58.4908,56.54202,57.76346,57.17291,56.18168,54.08642,53.33153,49.78125,47.19612,46.91788,46.24884,47.9183,47.79904,48.72028,49.46463,50.37167,50.8327,47.09709,49.7911,48.10767
mhl,Marshall Islands,2.38753,2.85449,2.6841,2.443,2.39448,1.86329,1.49515,2.00435,1.80783,1.75791,1.80494,2.80335,2.69562,2.61313,2.56138,2.10189,2.03983,2.51603,2.08978,2.00651,2.38757,2.22864,2.30631
mkd,North Macedonia,42.938,43.2577,43.41258,44.10418,42.91208,41.53879,40.2421,37.52192,32.42045,35.47527,38.73491,36.6811,36.22146,34.08397,35.30491,34.68568,35.61957,41.52416,41.80877,39.75192,39.60431,45.51429,43.11935
mli,Mali,70.5431,69.80578,63.60072,63.11072,57.46232,58.90419,58.4986,63.18043,65.1645,63.67961,58.35007,52.39248,47.31336,37.36686,35.75758,36.32563,37.74138,39.32705,34.16211,54.7913,53.76226,53.65498,52.38323
mlt,Malta,28.20513,31.33333,29.5977,30.15873,30.45685,30.87248,31.51261,33.19239,35.2459,35.08065,35.42435,35.55556,34.35981,32.44444,38.38514,39.16777,36.97176,37.103,36.506,37.48113,33.30759,32.63063,32.98996
mmr,Myanmar,85.65581,85.89757,82.23466,83.1669,78.8847,82.50259,75.01603,82.16392,82.45877,82.2685,80.74467,77.27889,76.70022,72.23145,66.03542,70.45004,76.67307,75.68781,76.44778,76.63259,77.14439,73.31952,75.84135
mne,Montenegro,,,,,,,,,,,,39.02814,36.05048,42.18602,39.29953,40.19408,39.88282,42.60571,40.44877,39.16491,37.53452,38.82394,37.02592
mng,Mongolia,23.06217,25.18955,24.91885,26.90624,28.59066,34.6089,29.30725,26.51871,23.52391,24.76079,30.27306,34.37726,33.4413,39.02464,36.82086,38.61853,35.89399,39.19174,45.25228,44.54172,44.93969,31.88188,40.27129
moz,Mozambique,39.83554,27.41763,28.62411,21.84404,16.18546,12.91512,13.38788,13.12144,12.53475,9.57834,8.49969,8.34748,17.5775,16.6458,18.54104,18.2859,16.97421,15.63459,15.14517,15.58563,16.47692,14.44495,14.97676
mrt,Mauritania,81.74517,80.86269,73.23936,71.57545,73.84546,70.65611,72.4731,69.25832,65.35027,66.49628,66.33788,64.35229,60.82009,53.31594,53.588,52.74017,60.07938,57.5174,66.15009,61.20621,62.43131,51.09091,43.25914
mus,Mauritius,46.16999,45.65264,46.79093,47.44266,45.60753,51.7745,55.03846,58.02253,63.80206,60.36982,53.97323,54.94377,53.39266,56.77748,54.4695,55.72542,55.66153,55.29363,55.20007,55.86817,51.6799,47.91744,52.2245
mwi,Malawi,19.94567,22.06857,17.83598,18.72674,12.86425,13.0618,18.179,21.2333,20.43768,19.90061,15.22518,13.92924,13.32956,13.72674,14.23048,17.84919,21.5549,17.47723,18.09918,21.41698,24.08597,22.22538,21.84626
mys,Malaysia,53.34291,49.48713,48.78622,48.05901,49.06328,51.10011,46.12762,47.07953,46.87735,44.44421,46.94338,46.75479,46.06865,46.09438,45.26471,46.79577,48.9657,48.25492,48.74313,47.66547,46.6874,43.78249,49.40617
nam,Namibia,42.54862,43.33754,41.19053,41.14197,37.29817,34.59867,35.22403,36.56401,36.69806,42.31963,44.75178,47.48101,50.29813,47.43296,47.79102,52.08218,46.13353,46.72158,48.97605,48.21261,45.55284,44.75639,45.45089
ner,Niger,66.65475,66.5924,65.72081,67.47935,66.15975,55.41954,53.93063,58.97729,57.93871,59.18182,61.62772,63.15813,62.68272,58.13817,58.0682,54.65648,60.94999,51.71551,54.87833,49.06088,46.7618,49.21,46.55378
nga,Nigeria,64.71762,66.39343,71.36208,75.88538,67.83809,68.99704,73.40918,74.18617,76.06097,77.86317,80.13829,77.70686,75.37894,73.25357,74.40258,73.63852,76.66195,78.19173,76.73254,72.51713,75.44964,78.86327,78.73551
nic,Nicaragua,47.41127,44.55759,48.56785,44.22459,43.86686,41.32716,44.02397,43.71338,42.74294,40.56311,39.6989,39.97898,39.83248,39.26591,37.59589,37.67465,36.99294,35.62387,34.91942,34.84769,33.8916,32.27963,37.21872
nld,Netherlands,30.96222,30.36537,30.02261,29.83442,31.40475,31.57527,33.95441,34.11236,32.42113,31.92985,31.56524,31.60394,31.52174,30.97238,32.15292,33.92386,33.92386,35.66087,34.24497,33.98062,31.04621,30.19762,31.45424
nor,Norway,18.3175,17.19991,17.11506,16.83321,16.98276,16.94884,16.6584,16.29891,15.8111,15.51223,15.26832,15.57692,15.24477,14.97706,14.71106,14.4854,14.62055,14.87933,14.2965,14.28316,14.03317,14.09881,14.32179
npl,Nepal,62.96961,57.87056,58.23448,60.19954,58.53604,57.20271,49.72562,67.26134,66.54654,63.83003,68.01687,71.37844,69.01414,71.74947,69.06519,68.9921,69.71259,62.01797,62.88705,63.28119,59.39723,54.05957,58.00998
nru,Nauru,4.37173,5.18749,6.51456,8.35748,12.35099,7.58556,6.77286,4.10643,4.27766,6.8683,6.44858,7.02742,5.99468,8.02104,10.0675,4.42901,4.52253,3.5388,2.98259,3.21255,3.11198,2.45373,1.87156
nzl,New Zealand,25.50823,26.82166,25.06469,24.50102,22.96221,23.05252,22.78229,20.70284,22.36937,22.28065,21.72892,21.21836,21.49136,22.36156,22.56524,25.30647,25.44664,24.54491,25.17007,24.37661,22.14825,22.82928,18.76394
omn,Oman,18.24826,17.97151,16.53001,17.127,18.08599,17.65611,19.31105,18.85989,21.16641,18.70297,17.28644,18.17702,17.26093,12.45323,10.06218,9.78166,10.13387,10.80003,13.56977,12.45148,10.87693,12.80925,15.6187
pak,Pakistan,64.3998,63.43766,58.1947,68.7112,69.41656,73.61945,79.54356,78.46033,76.72231,73.5197,72.65259,70.92318,67.09035,66.28828,67.43641,67.71487,66.44061,61.76628,59.98045,59.57073,58.48336,52.78128,48.68311
pan,Panama,35.12882,36.20068,36.8947,37.57479,36.51661,40.40855,37.77924,33.85881,32.81768,33.33454,34.92378,37.74923,39.83694,37.2855,38.24662,39.13545,38.85454,38.34212,41.91344,43.17685,45.4974,43.36168,43.38782
per,Peru,46.74096,47.01315,48.33916,46.74831,45.99604,42.90708,47.94386,50.33038,51.17367,47.76531,46.94279,48.03162,46.87466,43.43829,39.85472,38.53519,37.66061,37.01656,37.76383,36.55336,31.24829,32.89359,35.60509
phl,Philippines,52.06913,55.60748,60.12583,60.41436,60.37035,62.68798,64.0799,66.73092,68.38461,67.02294,66.30508,72.66106,72.68633,72.04223,64.39825,60.88589,60.47022,60.3677,60.83169,58.98988,54.06339,50.22831,54.62221
plw,Palau,21.32401,22.28617,28.65665,28.38175,25.05283,27.19516,29.62023,31.07197,33.40139,33.72201,30.46911,33.1143,33.56981,35.45105,36.24784,38.36402,39.49217,39.10722,38.94656,36.29121,37.57859,37.87421,38.09348
png,Papua New Guinea,9.44285,8.86539,8.74937,8.78298,8.47508,8.19552,8.10734,7.78151,8.69523,10.39127,12.28368,12.23991,9.22092,6.57243,5.95526,12.36896,10.14459,8.99855,9.59955,9.5271,10.42409,10.35448,9.25386
pol,Poland,31.78786,29.65773,30.04433,31.40812,32.53237,31.4709,31.02359,30.31385,28.79609,28.25469,28.64996,28.97423,30.17161,29.56551,30.02654,30.62863,31.32324,31.14676,28.85526,28.55984,28.04499,27.84156,26.69566
prt,Portugal,30.22164,29.78641,27.96239,29.35082,29.39337,29.05595,36.51578,37.24425,37.45054,36.14404,33.43597,35.44195,38.66438,37.65401,38.19906,38.26913,38.33687,38.76788,38.77172,39.15131,35.70152,37.16353,37.54101
pry,Paraguay,58.43993,63.58226,67.45697,65.26955,66.31292,66.49372,64.36023,65.01086,67.25923,60.72608,60.14039,56.9165,53.03226,55.71519,51.9446,52.50603,52.48511,53.91985,55.01611,53.64623,46.14599,44.12844,47.20224
pse,Palestine,49.45515,52.15621,46.85534,48.45343,47.55565,45.30346,51.05405,46.25367,45.55411,46.95294,44.90414,53.10401,52.75436,49.95318,50.54758,52.4355,52.47952,49.83563,48.78099,48.36382,50.09616,44.80784,45.7809
qat,Qatar,40.4846,36.95451,37.08582,24.97865,25.01208,25.08774,25.16354,25.2395,25.31561,28.98589,29.0097,26.45584,20.85759,15.8297,13.25636,12.12358,14.19293,15.56042,15.33381,14.52398,13.32336,14.97385,17.80908
rou,Romania,20.74023,20.24865,19.6025,16.92721,25.71157,19.80648,20.53304,18.39126,18.86144,21.30596,20.02847,25.00851,23.1359,20.83187,21.07436,22.05726,21.81701,21.4136,20.30929,19.85989,19.76925,21.77374,22.3347
rus,Russia,40.43967,41.75972,41.5132,41.75037,41.10625,38.75632,38.1902,37.88074,37.3219,37.93314,38.62093,37.34941,36.29254,37.61936,38.21346,41.28147,43.04996,42.91125,40.54342,38.84809,26.42473,30.44,29.36204
rwa,Rwanda,35.52546,38.22604,40.65115,24.31325,27.06843,28.81887,23.46404,22.04716,22.48252,22.46096,22.35289,22.39178,20.84483,23.16352,20.99819,25.59961,24.17236,25.50944,25.32341,25.98913,23.74403,23.02544,21.41908
sau,Saudi Arabia,27.94761,27.45951,27.68584,27.62561,28.52049,27.50499,27.01772,29.61282,36.40524,35.0126,38.06743,32.93126,31.71681,30.40564,28.63145,31.52613,30.40841,28.15298,29.7015,26.21405,21.70946,23.01627,21.76048
sdn,Sudan,66.17406,66.66666,65.79949,66.06427,60.7493,58.25021,59.07955,61.12585,65.58716,55.22544,64.4352,69.23601,69.45656,78.45029,71.03338,83.7851,75.34825,76.59541,70.31277,70.75404,58.92656,62.54207,56.5594
sen,Senegal,60.73316,57.94953,61.09532,61.12948,62.2367,49.98661,47.81414,55.56475,53.96376,56.5971,58.83861,60.41401,62.08418,63.88252,57.02099,57.36747,57.55512,57.38745,54.35772,57.19352,49.7693,54.41806,56.70612
sgp,Singapore,63.6671,72.11494,68.67195,62.92527,67.53621,67.01379,66.07959,66.50854,62.69373,65.0703,64.07091,62.83528,60.65284,58.26009,54.96001,52.92172,52.24701,51.21572,49.29113,47.74793,39.24154,39.14625,43.37533
slb,Solomon Islands,5.42741,4.66,2.60201,2.9484,2.67796,2.19465,2.68473,2.95712,3.74713,2.76462,4.1609,3.29165,3.08186,3.2365,2.95198,3.15293,3.04657,3.21275,3.67633,3.64529,3.47815,3.68581,3.77021
sle,Sierra Leone,85.6982,77.87064,69.15726,76.37959,72.08708,68.04642,66.25043,72.53769,71.7167,65.93406,56.68533,60.72132,68.32346,63.25537,40.41848,40.99353,50.20307,56.18979,61.85617,54.20046,53.46459,51.69987,52.95622
slv,El Salvador,48.69787,49.32577,48.73353,49.47272,48.53207,51.8073,45.06821,48.34637,48.594,45.82936,44.86098,45.15691,46.2471,44.36243,43.3661,43.47545,42.77147,45.47775,45.22979,46.47054,34.96682,35.70769,36.65702
smr,San Marino,25.60516,24.39906,25.1938,23.76211,22.97557,21.8699,21.09649,20.02647,19.69917,19.14744,13.73352,11.2454,11.3355,10.94138,11.9768,13.60218,12.36562,12.3863,11.11235,11.22083,10.25551,11.85579,11.43565
som,Somalia,,,,,,,,,,,,,,39.07528,40.47562,38.33526,46.04439,40.62291,44.31111,46.29142,49.43989,43.42522,42.96622
srb,Serbia,34.5363,33.16705,27.83258,28.94112,31.00799,33.76431,36.8017,38.4003,37.92166,38.04426,38.09905,38.06594,37.1334,39.4634,41.18288,41.90866,41.98695,42.32919,39.94756,39.99973,38.29056,37.33398,38.35161
ssd,South Sudan,,,,,,,,,,,,,,,,,,23.44077,31.51851,51.17131,47.94516,38.50326,42.26679
stp,Sao Tome and Principe,45.94044,45.70971,44.16356,33.85868,37.35564,35.46697,43.53014,38.90761,34.64961,31.6734,28.96105,27.12779,20.56771,16.68267,17.01255,17.24084,15.80024,16.06635,18.45555,18.92681,13.6898,13.43612,13.83886
sur,Suriname,37.2086,51.21931,47.95869,49.97327,48.43986,50.58599,45.37405,48.45526,52.58555,50.80317,51.21665,55.20983,57.25985,57.17707,57.81381,45.21304,36.71162,41.1869,30.46992,27.96662,33.98338,38.45953,33.02631
svk,Slovak Republic,12.51064,11.86623,12.06177,13.00039,21.28446,24.86553,30.3309,31.28013,25.27592,28.36063,29.00243,27.89175,28.87724,26.68608,20.66542,21.25921,20.03421,20.95383,20.78489,21.18438,19.72864,20.2654,20.12104
svn,Slovenia,28.60904,29.43887,27.57076,28.0318,28.01093,27.77846,28.25762,29.76076,27.8393,27.98458,27.63507,27.73423,29.14877,29.69633,29.47567,28.64555,27.66335,28.20181,27.59111,27.62951,27.20191,26.53461,26.37976
swe,Sweden,15.52445,17.84705,17.42787,16.86998,17.3089,17.70724,17.64327,17.48414,17.49855,17.48609,17.51175,15.51829,15.78345,15.97998,15.97174,16.03901,15.73767,15.29326,15.21538,14.87586,13.82045,13.92169,14.04657
swz,Eswatini,43.56367,42.50632,40.31252,36.04268,35.12145,31.81619,29.83691,29.22329,25.41002,25.14466,25.23865,25.32169,25.39558,25.46177,25.52139,25.57537,25.62448,25.50859,25.8535,24.2652,29.39931,28.04589,27.0846
syc,Seychelles,17.88832,28.9358,21.97309,23.85485,26.79906,30.03814,32.79405,31.98499,47.19175,45.82311,40.06522,37.37121,34.3058,32.84875,32.7081,27.2277,26.93434,26.36744,26.81494,27.17243,22.36879,24.35389,26.1334
syr,Syria,64.32571,58.37927,54.17683,51.7356,52.02074,49.49691,51.46001,51.91991,53.01209,54.00245,54.00362,53.38387,53.68986,47.45888,49.41709,47.14177,46.86003,44.88307,43.79974,41.80766,47.76223,48.29789,45.73066
tcd,Chad,58.37037,61.52403,68.5027,51.63554,54.69675,60.41002,68.42548,70.1569,74.55018,71.02245,73.07262,66.15234,64.61224,63.75331,60.58204,61.67253,59.95673,65.10283,66.42906,65.72146,71.24771,70.26914,59.0167
tgo,Togo,85.21603,83.78931,82.80602,80.88852,78.09046,76.20621,73.72332,73.84091,73.11481,71.9548,68.2093,68.09752,64.69445,63.53125,64.66252,72.9977,69.77077,68.84172,73.74506,75.80755,70.16882,73.8897,67.67231
tha,Thailand,44.80375,44.96515,37.52397,36.74428,35.70491,36.23268,27.99164,24.33661,24.50151,26.79976,26.09715,23.38224,23.78911,23.73594,23.97713,28.36872,27.5231,27.8763,28.98599,28.22701,29.55669,29.54946,27.2299
tjk,Tajikistan,79.11803,76.50391,78.29275,74.22105,72.76945,67.68557,70.30633,70.90014,68.77821,69.7265,70.50505,63.22486,64.62761,62.08902,62.51398,62.9109,66.23595,63.34488,68.61608,71.36382,68.06849,65.23811,65.32249
tkm,Turkmenistan,53.34067,65.34984,65.21087,67.94591,77.00288,78.74973,81.51775,73.59653,83.71192,75.44723,75.73235,73.56892,72.83852,71.30325,72.75562,75.80947,81.23349,77.93556,81.73386,81.74483,81.45105,82.64189,84.50258
tls,Timor-Leste,,,,47.01319,40.61711,39.37249,24.43589,18.70204,11.5204,8.96515,11.86228,10.3575,9.49341,6.96785,11.44149,11.28448,11.20688,11.62165,10.15664,10.48484,6.68426,5.89095,5.47779
ton,Tonga,19.48387,16.22385,16.62737,17.19208,13.38447,15.81236,12.89524,15.21212,11.04127,18.06112,14.5775,12.67005,7.13507,13.05039,10.16329,10.73889,8.9059,8.2146,7.88449,8.25036,7.92699,6.42813,5.44966
tto,Trinidad and Tobago,62.99825,56.80603,58.24229,54.43884,56.76203,51.43317,54.94886,53.62696,51.85596,52.16078,51.62444,49.91358,51.07722,48.40367,49.65254,48.4168,49.81019,47.70871,51.55195,53.95796,53.53678,53.38889,55.39767
tun,Tunisia,47.22982,47.7239,48.15387,48.51647,48.80898,49.11579,47.42406,46.06258,44.92797,43.9419,43.04774,42.20585,42.9364,40.8053,41.80558,46.17269,44.8464,45.8442,47.42088,40.76102,38.4285,38.85212,38.99253
tur,Turkey,38.32404,32.74863,30.02564,28.79287,28.29536,32.25496,31.1485,31.21626,27.30696,19.50121,22.0016,20.87317,20.82859,21.64912,22.39444,21.86684,21.55761,22.28942,22.61773,22.31467,21.15462,21.19817,24.84132
tuv,Tuvalu,0.1044,0.71357,1.24833,1.25236,1.48585,1.32937,0.77291,1.0867,1.25453,0.82105,0.65677,0.8123,0.83952,0.76763,0.70091,0.25895,0.59551,0.3893,0.42413,0.35972,0.46041,0.42177,0.42895
tza,Tanzania,40.53105,42.70995,44.18369,45.03678,38.68896,34.88036,26.64925,29.39532,33.59671,35.68816,32.82445,29.63601,28.23595,26.00618,26.55573,27.70831,22.96105,22.0477,21.57969,22.63577,30.14464,26.44436,29.75309
uga,Uganda,43.57259,43.94636,45.13562,47.09985,40.19793,50.22567,55.57459,56.09117,54.33577,44.22467,38.74731,36.24131,38.84607,45.71916,46.20918,41.92141,43.05947,40.88721,39.71257,42.86341,31.26343,29.01904,36.16439
ukr,Ukraine,52.53874,50.97842,48.64798,44.19902,44.38023,41.0381,39.0832,40.14067,41.25927,40.9419,45.16226,49.33913,46.86525,51.20985,51.0588,50.88819,50.52317,51.06922,52.56449,54.5299,50.71399,47.87702,
ury,Uruguay,58.43198,55.07584,52.04557,47.56615,47.59648,54.82369,52.31281,51.46754,43.62501,40.62641,39.95598,38.47379,35.75046,33.52576,31.82636,31.57614,30.45364,30.69738,30.88,33.39945,28.41492,26.57269,29.33224
usa,USA,55.62251,54.67609,54.79913,55.02538,54.57746,54.5238,53.69256,53.65981,52.50832,51.40851,51.03952,50.86388,51.1526,50.4794,49.21069,48.6078,48.77632,48.79595,48.50256,48.131,42.95824,44.66291,44.82565
uzb,Uzbekistan,60.90266,61.15747,62.39006,59.60545,59.98808,58.0592,57.32748,58.5814,57.75285,56.84793,58.44347,58.58259,56.62637,56.43165,45.877,48.84344,55.44296,57.44729,61.0204,58.3604,53.79425,60.77648,65.78224
vct,St. Vincent and the Grenadines,30.113,31.58308,31.41504,33.59709,36.15236,37.03787,38.5772,39.53661,38.01438,36.83714,35.583,36.05014,35.1664,35.45815,37.54562,37.03865,36.37913,35.15419,33.79019,31.00772,29.69391,28.92126,30.50154
ven,Venezuela,,,,,,,,,,,,,,,,,,,48.41744,62.74501,62.5989,66.00101,53.91222
vnm,Vietnam,54.9867,63.52716,51.66179,55.14242,53.56444,54.86582,56.88144,58.42791,58.13279,59.55677,57.66898,58.95807,52.93782,52.19111,52.60507,54.3252,54.06073,55.42952,57.35524,58.39923,56.98755,55.60992,54.79082
vut,Vanuatu,10.39828,10.89244,8.86371,13.16976,12.86926,13.39907,12.48983,12.89543,12.26686,12.24737,12.10976,11.61247,10.95638,9.91929,12.09289,10.44975,14.37012,14.17677,11.30159,10.47388,11.48912,9.86654,10.36231
wsm,Samoa,11.9671,14.97727,14.17613,15.35135,13.84533,13.91918,13.67261,13.95507,15.20901,13.38496,13.45314,13.10126,14.78408,11.75782,11.70425,10.92088,12.03627,12.81663,13.84218,11.88897,11.49582,11.81612,13.18988
yem,Yemen,45.98888,47.0804,49.21776,56.3872,62.14789,66.13637,67.10078,70.25436,69.64091,75.28744,75.05466,73.49135,72.58866,75.58663,77.43706,82.03361,78.90982,83.87106,76.95035,74.27065,70.84892,73.0626,71.13548
zaf,South Africa,62.7605,65.62723,64.82974,54.81716,55.18089,48.21175,46.59768,44.90902,44.58263,42.1674,41.02916,41.03652,41.63956,42.1057,42.70526,41.25089,41.35696,41.6806,41.82172,40.67244,33.47525,35.18378,36.47234
zmb,Zambia,57.19079,48.95494,36.81584,37.76347,41.09732,34.61595,35.91685,33.44423,26.7852,18.64302,17.71797,14.26926,15.4637,15.21656,17.99485,16.40252,19.07095,15.91605,12.11718,8.57211,10.01547,8.01888,10.89286
zwe,Zimbabwe,,,,,,,,,,,46.24065,54.56447,55.77362,51.49115,46.19208,54.9258,50.13206,37.73575,36.08961,23.79965,22.23332,22.2138,17.55964
